Kategooria;Mark;Mudel;Keretüüp;Esm reg aasta;Mootori tüüp;Mootori võimsus;Mootori maht;CO2;Istekohti;Telgi kokku;Registrimass;Tühimass;Täismass;Värv;Maakond;Linn;Tüüp;Arv;Kuu
M1;AUDI;Q3;UNIVERSAAL;2020;DIISEL;110;1968;126;5;2;2145;1684;2145;MUST;HARJU MAAKOND;Tallinn;Juriidiline;3;9
M1;AUDI;Q3 SPORTBACK;LUUKPÄRA;2020;BENSIIN_KATALYSAATOR;140;1984;179;5;2;2190;1738;2190;VALGE;LÄÄNE MAAKOND;Haapsalu linn;Juriidiline;1;9
M1;AUDI;Q3 SPORTBACK;LUUKPÄRA;2020;BENSIIN_KATALYSAATOR;140;1984;179;5;2;2200;1770;2200;HALL;HARJU MAAKOND;Määramata;Füüsiline;1;9
M1;AUDI;Q3 SPORTBACK;LUUKPÄRA;2020;DIISEL;110;1968;126;5;2;2145;1684;2145;HALL;HARJU MAAKOND;Tallinn;Juriidiline;8;9
M1;AUDI;Q3 SPORTBACK;LUUKPÄRA;2020;DIISEL;110;1968;126;5;2;2145;1684;2145;MUST;HARJU MAAKOND;Tallinn;Juriidiline;5;9
M1;AUDI;Q5;UNIVERSAAL;2020;BENSIIN_HYBRIID;180;1984;170;5;2;2435;1890;2435;VALGE;HARJU MAAKOND;Tallinn;Füüsiline;1;9
M1;AUDI;Q5;UNIVERSAAL;2020;DIISEL;140;1968;152;5;2;2475;1947;2475;MUST;HARJU MAAKOND;Määramata;Füüsiline;1;9
M1;AUDI;Q5;UNIVERSAAL;2020;DIISEL;170;2967;170;5;2;2565;2090;2565;HALL;HARJU MAAKOND;Tallinn;Juriidiline;1;9
M1;AUDI;RS Q3 SPORTBACK;LUUKPÄRA;2020;BENSIIN_KATALYSAATOR;294;2480;206;5;2;2250;1836;2250;HALL;IDA-VIRU MAAKOND;Narva linn;Juriidiline;1;9
M1;AUDI;SQ2;UNIVERSAAL;2020;BENSIIN_KATALYSAATOR;221;1984;166;5;2;2065;1646;2065;MUST;HARJU MAAKOND;Määramata;Füüsiline;1;9
M1;BMW;320I;SEDAAN;2020;BENSIIN_KATALYSAATOR;135;1998;124;5;2;2050;1574;2050;HALL;HARJU MAAKOND;Tallinn;Juriidiline;1;9
M1;BMW;320I;SEDAAN;2020;BENSIIN_KATALYSAATOR;135;1998;124;5;2;2050;1574;2050;VALGE;HARJU MAAKOND;Tallinn;Juriidiline;1;9
M1;BMW;320I XDRIVE;SEDAAN;2020;BENSIIN_KATALYSAATOR;135;1998;134;5;2;2130;1653;2130;HALL;HARJU MAAKOND;Tallinn;Füüsiline;1;9
M1;BMW;330E;SEDAAN;2020;BENSIIN_HYBRIID;135;1998;44;5;2;2300;1851;2300;VALGE;HARJU MAAKOND;Tallinn;Füüsiline;1;9
M1;BMW;530D XDRIVE;SEDAAN;2020;DIISEL_HYBRIID;210;2993;133;5;2;2505;2044;2505;MUST;HARJU MAAKOND;Määramata;Juriidiline;1;9
M1;BMW;530I XDRIVE;SEDAAN;2020;BENSIIN_HYBRIID;185;1998;142;5;2;2360;1859;2360;SININE;HARJU MAAKOND;Tallinn;Juriidiline;1;9
M1;BMW;630D XDRIVE;SEDAAN;2020;DIISEL_HYBRIID;210;2993;143;5;2;2640;2197;2640;TUMEPUNANE;HIIU MAAKOND;Määramata;Juriidiline;1;9
M1;BMW;740LI XDRIVE;SEDAAN;2020;BENSIIN_KATALYSAATOR;250;2998;180;5;2;2555;2042;2555;MUST;HARJU MAAKOND;Määramata;Juriidiline;1;9
M1;BMW;X1 SDRIVE 18I;UNIVERSAAL;2020;BENSIIN_KATALYSAATOR;103;1499;122;5;2;2025;1505;2025;PRUUN;HARJU MAAKOND;Tallinn;Füüsiline;1;9
M1;BMW;X1 SDRIVE 18I;UNIVERSAAL;2020;BENSIIN_KATALYSAATOR;103;1499;122;5;2;2025;1523;2025;VALGE;HARJU MAAKOND;Määramata;Juriidiline;1;9
M1;BMW;X1 SDRIVE 18I;UNIVERSAAL;2020;BENSIIN_KATALYSAATOR;103;1499;122;5;2;2025;1528;2025;VALGE;PÄRNU MAAKOND;Pärnu linn;Füüsiline;1;9
M1;BMW;X1 XDRIVE 20I;UNIVERSAAL;2020;BENSIIN_KATALYSAATOR;141;1998;143;5;2;2155;1665;2155;MUST;HARJU MAAKOND;Tallinn;Füüsiline;1;9
M1;BMW;X4 M;SEDAAN;2020;BENSIIN_KATALYSAATOR;353;2993;239;5;2;2500;2112;2500;VALGE;HARJU MAAKOND;Tallinn;Juriidiline;1;9
M1;BMW;X5 M;UNIVERSAAL;2020;BENSIIN_KATALYSAATOR;441;4395;296;5;2;3000;2494;3000;MUST;HARJU MAAKOND;Määramata;Juriidiline;1;9
M1;BMW;X5 M COMPETITION;UNIVERSAAL;2020;BENSIIN_KATALYSAATOR;460;4395;296;5;2;3000;2475;3000;SININE;HARJU MAAKOND;Tallinn;Juriidiline;1;9
M1;BMW I;I3S;SEDAAN;2020;ELEKTER;75;0;0;4;2;1730;1411;1730;SININE;HARJU MAAKOND;Tallinn;Füüsiline;1;9
M1;CHRYSLER;PACIFICA;MAHTUNIVERSAAL;2020;BENSIIN_KATALYSAATOR;214;3605;299;7;2;2747;2150;2747;PUNANE;RAPLA MAAKOND;Määramata;Juriidiline;1;9
M1;CITROEN;BERLINGO;MAHTUNIVERSAAL;2020;BENSIIN_KATALYSAATOR;81;1199;122;5;2;2050;1527;2050;SININE;HARJU MAAKOND;Määramata;Füüsiline;1;9
M1;CITROEN;BERLINGO;MAHTUNIVERSAAL;2020;BENSIIN_KATALYSAATOR;81;1199;122;5;2;2050;1527;2050;SININE;VÕRU MAAKOND;Määramata;Riigi;1;9
M1;CITROEN;BERLINGO;MAHTUNIVERSAAL;2020;BENSIIN_KATALYSAATOR;81;1199;122;5;2;2070;1582;2070;VALGE;HARJU MAAKOND;Tallinn;Juriidiline;1;9
M1;CITROEN;BERLINGO;MAHTUNIVERSAAL;2020;DIISEL;75;1499;117;5;2;2095;1563;2095;BEEÞ;HARJU MAAKOND;Määramata;Füüsiline;1;9
M1;CITROEN;BERLINGO;MAHTUNIVERSAAL;2020;DIISEL;75;1499;117;5;2;2095;1563;2095;MUST;HIIU MAAKOND;Määramata;Füüsiline;1;9
M1;CITROEN;BERLINGO;MAHTUNIVERSAAL;2020;DIISEL;75;1499;117;5;2;2095;1563;2095;TUMEHALL;HARJU MAAKOND;Tallinn;Füüsiline;1;9
M1;CITROEN;BERLINGO;MAHTUNIVERSAAL;2020;DIISEL;75;1499;117;5;2;2095;1566;2095;HALL;HARJU MAAKOND;Määramata;Juriidiline;1;9
M1;CITROEN;BERLINGO;MAHTUNIVERSAAL;2020;DIISEL;75;1499;117;5;2;2115;1616;2115;TUMEHALL;PÄRNU MAAKOND;Pärnu linn;Füüsiline;1;9
M1;CITROEN;BERLINGO;MAHTUNIVERSAAL;2020;DIISEL;96;1499;118;5;2;2140;1635;2140;BEEÞ;HARJU MAAKOND;Määramata;Juriidiline;1;9
M1;CITROEN;BERLINGO;MAHTUNIVERSAAL;2020;DIISEL;96;1499;118;5;2;2140;1635;2140;MUST;HARJU MAAKOND;Tallinn;Juriidiline;1;9
M1;CITROEN;BERLINGO;MAHTUNIVERSAAL;2020;DIISEL;96;1499;120;5;2;2105;1580;2105;VALGE;HARJU MAAKOND;Määramata;Juriidiline;1;9
M1;CITROEN;BERLINGO;MAHTUNIVERSAAL;2020;DIISEL;96;1499;120;5;2;2105;1580;2105;VALGE;HARJU MAAKOND;Tallinn;Riigi;1;9
M1;CITROEN;BERLINGO;MAHTUNIVERSAAL;2020;DIISEL;96;1499;120;5;2;2105;1586;2105;HALL;HARJU MAAKOND;Määramata;Juriidiline;1;9
M1;CITROEN;BERLINGO;MAHTUNIVERSAAL;2020;DIISEL;96;1499;120;5;2;2105;1623;2105;BEEÞ;HARJU MAAKOND;Määramata;Juriidiline;1;9
M1;CITROEN;C3;LUUKPÄRA;2020;BENSIIN_KATALYSAATOR;61;1199;104;5;2;1540;1109;1540;PUNANE;HARJU MAAKOND;Määramata;Juriidiline;3;9
M1;CITROEN;C3;LUUKPÄRA;2020;BENSIIN_KATALYSAATOR;61;1199;104;5;2;1540;1109;1540;SININE;HARJU MAAKOND;Tallinn;Füüsiline;1;9
M1;CITROEN;C3;LUUKPÄRA;2020;BENSIIN_KATALYSAATOR;61;1199;104;5;2;1540;1109;1540;VALGE;HARJU MAAKOND;Määramata;Juriidiline;1;9
M1;CITROEN;C3;LUUKPÄRA;2020;BENSIIN_KATALYSAATOR;61;1199;104;5;2;1540;1110;1540;HALL;HARJU MAAKOND;Määramata;Juriidiline;1;9
M1;CITROEN;C3;LUUKPÄRA;2020;BENSIIN_KATALYSAATOR;61;1199;104;5;2;1540;1110;1540;MUST;HARJU MAAKOND;Määramata;Juriidiline;1;9
M1;CITROEN;C3;LUUKPÄRA;2020;BENSIIN_KATALYSAATOR;61;1199;104;5;2;1540;1110;1540;SININE;HARJU MAAKOND;Määramata;Juriidiline;2;9
M1;CITROEN;C3;LUUKPÄRA;2020;BENSIIN_KATALYSAATOR;61;1199;104;5;2;1540;1110;1540;TUMEHALL;HARJU MAAKOND;Määramata;Juriidiline;1;9
M1;CITROEN;C3;LUUKPÄRA;2020;BENSIIN_KATALYSAATOR;81;1199;108;5;2;1570;1217;1570;PUNANE;HARJU MAAKOND;Määramata;Juriidiline;1;9
M1;CITROEN;C3;LUUKPÄRA;2020;BENSIIN_KATALYSAATOR;81;1199;108;5;2;1570;1217;1570;VALGE;HARJU MAAKOND;Määramata;Juriidiline;1;9
M1;CITROEN;C3;LUUKPÄRA;2020;BENSIIN_KATALYSAATOR;81;1199;108;5;2;1570;1218;1570;BEEÞ;HARJU MAAKOND;Määramata;Juriidiline;1;9
M1;CITROEN;C3;LUUKPÄRA;2020;BENSIIN_KATALYSAATOR;81;1199;108;5;2;1570;1218;1570;HALL;HARJU MAAKOND;Määramata;Juriidiline;1;9
M1;CITROEN;C3;LUUKPÄRA;2020;BENSIIN_KATALYSAATOR;81;1199;108;5;2;1570;1218;1570;MUST;HARJU MAAKOND;Määramata;Juriidiline;2;9
M1;CITROEN;C3;LUUKPÄRA;2020;BENSIIN_KATALYSAATOR;81;1199;108;5;2;1570;1218;1570;SININE;HARJU MAAKOND;Tallinn;Juriidiline;1;9
M1;CITROEN;C3;LUUKPÄRA;2020;BENSIIN_KATALYSAATOR;81;1199;108;5;2;1570;1218;1570;TUMEHALL;HARJU MAAKOND;Määramata;Juriidiline;1;9
M1;CITROEN;C3;LUUKPÄRA;2020;BENSIIN_KATALYSAATOR;81;1199;111;5;2;1610;1220;1610;VALGE;HARJU MAAKOND;Määramata;Juriidiline;1;9
M1;CITROEN;C3;LUUKPÄRA;2020;BENSIIN_KATALYSAATOR;81;1199;111;5;2;1610;1221;1610;HALL;HARJU MAAKOND;Määramata;Juriidiline;1;9
M1;CITROEN;C3;LUUKPÄRA;2020;BENSIIN_KATALYSAATOR;81;1199;111;5;2;1610;1221;1610;MUST;HARJU MAAKOND;Määramata;Juriidiline;1;9
M1;CITROEN;C3;LUUKPÄRA;2020;BENSIIN_KATALYSAATOR;81;1199;111;5;2;1610;1221;1610;TUMEHALL;HARJU MAAKOND;Määramata;Juriidiline;1;9
M1;CITROEN;C3 AIRCROSS;LUUKPÄRA;2020;BENSIIN_KATALYSAATOR;81;1199;113;5;2;1795;1331;1795;BEEÞ;HARJU MAAKOND;Määramata;Juriidiline;1;9
M1;CITROEN;C3 AIRCROSS;LUUKPÄRA;2020;BENSIIN_KATALYSAATOR;81;1199;113;5;2;1795;1331;1795;HALL;HARJU MAAKOND;Määramata;Juriidiline;1;9
M1;CITROEN;C3 AIRCROSS;LUUKPÄRA;2020;BENSIIN_KATALYSAATOR;81;1199;113;5;2;1795;1331;1795;PUNANE;HARJU MAAKOND;Määramata;Juriidiline;1;9
M1;CITROEN;C3 AIRCROSS;LUUKPÄRA;2020;BENSIIN_KATALYSAATOR;81;1199;113;5;2;1795;1331;1795;VALGE;HARJU MAAKOND;Määramata;Juriidiline;1;9
M1;CITROEN;C3 AIRCROSS;LUUKPÄRA;2020;BENSIIN_KATALYSAATOR;96;1199;117;5;2;1835;1357;1835;BEEÞ;HARJU MAAKOND;Määramata;Juriidiline;2;9
M1;CITROEN;C3 AIRCROSS;LUUKPÄRA;2020;BENSIIN_KATALYSAATOR;96;1199;117;5;2;1835;1357;1835;HALL;HARJU MAAKOND;Määramata;Juriidiline;5;9
M1;CITROEN;C3 AIRCROSS;LUUKPÄRA;2020;BENSIIN_KATALYSAATOR;96;1199;117;5;2;1835;1357;1835;MUST;HARJU MAAKOND;Määramata;Juriidiline;1;9
M1;CITROEN;C3 AIRCROSS;LUUKPÄRA;2020;BENSIIN_KATALYSAATOR;96;1199;117;5;2;1835;1357;1835;PUNANE;HARJU MAAKOND;Määramata;Juriidiline;3;9
M1;CITROEN;C3 AIRCROSS;LUUKPÄRA;2020;BENSIIN_KATALYSAATOR;96;1199;117;5;2;1835;1357;1835;TUMEHALL;HARJU MAAKOND;Määramata;Juriidiline;6;9
M1;CITROEN;C3 AIRCROSS;LUUKPÄRA;2020;BENSIIN_KATALYSAATOR;96;1199;117;5;2;1835;1357;1835;TUMEHALL;HARJU MAAKOND;Tallinn;Juriidiline;1;9
M1;CITROEN;C3 AIRCROSS;LUUKPÄRA;2020;BENSIIN_KATALYSAATOR;96;1199;117;5;2;1835;1357;1835;VALGE;HARJU MAAKOND;Määramata;Juriidiline;6;9
M1;CITROEN;C3 AIRCROSS;LUUKPÄRA;2020;BENSIIN_KATALYSAATOR;96;1199;117;5;2;1835;1368;1835;BEEÞ;HARJU MAAKOND;Määramata;Juriidiline;3;9
M1;CITROEN;C3 AIRCROSS;LUUKPÄRA;2020;BENSIIN_KATALYSAATOR;96;1199;117;5;2;1835;1368;1835;HALL;HARJU MAAKOND;Määramata;Juriidiline;6;9
M1;CITROEN;C3 AIRCROSS;LUUKPÄRA;2020;BENSIIN_KATALYSAATOR;96;1199;117;5;2;1835;1368;1835;HALL;HARJU MAAKOND;Tallinn;Füüsiline;1;9
M1;CITROEN;C3 AIRCROSS;LUUKPÄRA;2020;BENSIIN_KATALYSAATOR;96;1199;117;5;2;1835;1368;1835;HALL;HARJU MAAKOND;Tallinn;Juriidiline;1;9
M1;CITROEN;C3 AIRCROSS;LUUKPÄRA;2020;BENSIIN_KATALYSAATOR;96;1199;117;5;2;1835;1368;1835;MUST;HARJU MAAKOND;Määramata;Juriidiline;2;9
M1;CITROEN;C3 AIRCROSS;LUUKPÄRA;2020;BENSIIN_KATALYSAATOR;96;1199;117;5;2;1835;1368;1835;TUMEHALL;HARJU MAAKOND;Määramata;Juriidiline;3;9
M1;CITROEN;C4 CACTUS;LUUKPÄRA;2020;DIISEL;75;1499;89;5;2;1630;1206;1630;VALGE;HARJU MAAKOND;Tallinn;Juriidiline;1;9
M1;CITROEN;C4 CACTUS;LUUKPÄRA;2020;DIISEL;75;1499;89;5;2;1630;1218;1630;VALGE;HARJU MAAKOND;Tallinn;Juriidiline;1;9
M1;CITROEN;C4 CACTUS;LUUKPÄRA;2020;DIISEL;75;1499;89;5;2;1630;1228;1630;VALGE;HARJU MAAKOND;Tallinn;Juriidiline;2;9
M1;CITROEN;C5 AIRCROSS;LUUKPÄRA;2020;DIISEL;96;1499;104;5;2;2030;1534;2030;TUMEHALL;HARJU MAAKOND;Määramata;Juriidiline;1;9
M1;CITROEN;C5 AIRCROSS;LUUKPÄRA;2020;DIISEL;96;1499;104;5;2;2030;1553;2030;SININE;HARJU MAAKOND;Määramata;Juriidiline;1;9
M1;CITROEN;C5 AIRCROSS;LUUKPÄRA;2020;DIISEL;96;1499;104;5;2;2030;1575;2030;ORANÞ;HARJU MAAKOND;Määramata;Juriidiline;1;9
M1;CITROEN;C5 AIRCROSS;LUUKPÄRA;2020;DIISEL;96;1499;104;5;2;2030;1575;2030;ORANÞ;LÄÄNE MAAKOND;Haapsalu linn;Juriidiline;1;9
M1;CITROEN;JUMPY SPACETOURER;MAHTUNIVERSAAL;2020;DIISEL;88;1499;130;8;2;2730;1946;2730;VALGE;HARJU MAAKOND;Määramata;Juriidiline;1;9
M1;CITROEN;JUMPY SPACETOURER;MAHTUNIVERSAAL;2020;DIISEL;130;1997;152;6;2;2740;2224;2740;HALL;HARJU MAAKOND;Keila linn;Juriidiline;1;9
M1;CITROEN;JUMPY SPACETOURER;MAHTUNIVERSAAL;2020;DIISEL;130;1997;152;7;2;2840;2195;2840;MUST;PÕLVA MAAKOND;Määramata;Juriidiline;1;9
M1;CITROEN ADRIA;CORAL XL 670 SL;ELAMU;2020;DIISEL;121;2179;186;5;2;3500;3134;3500;VALGE;IDA-VIRU MAAKOND;Määramata;Füüsiline;1;9
M1;DACIA;DOKKER;UNIVERSAAL;2020;DIISEL;55;1461;116;5;2;1902;1456;1902;SININE;HARJU MAAKOND;Tallinn;Füüsiline;1;9
M1;DACIA;DOKKER;UNIVERSAAL;2020;DIISEL;55;1461;116;5;2;1902;1456;1902;SININE;LÄÄNE MAAKOND;Haapsalu linn;Füüsiline;1;9
M1;DACIA;DUSTER;UNIVERSAAL;2020;BENSIIN_KATALYSAATOR;74;999;122;5;2;1725;1289;1725;SININE;HARJU MAAKOND;Määramata;Füüsiline;1;9
M1;DACIA;DUSTER;UNIVERSAAL;2020;BENSIIN_KATALYSAATOR;74;999;122;5;2;1725;1289;1725;TUMESININE;HARJU MAAKOND;Tallinn;Füüsiline;1;9
M1;DACIA;DUSTER;UNIVERSAAL;2020;BENSIIN_KATALYSAATOR;74;999;122;5;2;1725;1328;1725;HALL;HARJU MAAKOND;Määramata;Juriidiline;2;9
M1;DACIA;DUSTER;UNIVERSAAL;2020;BENSIIN_KATALYSAATOR;74;999;122;5;2;1725;1328;1725;HALL;HARJU MAAKOND;Tallinn;Juriidiline;4;9
M1;DACIA;DUSTER;UNIVERSAAL;2020;BENSIIN_KATALYSAATOR;74;999;122;5;2;1725;1328;1725;MUST;HARJU MAAKOND;Määramata;Juriidiline;1;9
M1;DACIA;DUSTER;UNIVERSAAL;2020;BENSIIN_KATALYSAATOR;74;999;122;5;2;1725;1328;1725;PRUUN;HARJU MAAKOND;Määramata;Juriidiline;1;9
M1;DACIA;DUSTER;UNIVERSAAL;2020;BENSIIN_KATALYSAATOR;74;999;122;5;2;1725;1328;1725;PRUUN;HARJU MAAKOND;Tallinn;Juriidiline;6;9
M1;DACIA;DUSTER;UNIVERSAAL;2020;BENSIIN_KATALYSAATOR;74;999;122;5;2;1725;1328;1725;SININE;HARJU MAAKOND;Tallinn;Juriidiline;3;9
M1;DACIA;DUSTER;UNIVERSAAL;2020;BENSIIN_KATALYSAATOR;74;999;122;5;2;1725;1328;1725;TUMEHALL;HARJU MAAKOND;Tallinn;Juriidiline;1;9
M1;DACIA;DUSTER;UNIVERSAAL;2020;BENSIIN_KATALYSAATOR;74;999;122;5;2;1725;1338;1725;HALL;HARJU MAAKOND;Määramata;Juriidiline;1;9
M1;DACIA;DUSTER;UNIVERSAAL;2020;BENSIIN_KATALYSAATOR;74;999;122;5;2;1725;1338;1725;HALL;HARJU MAAKOND;Tallinn;Juriidiline;2;9
M1;DACIA;DUSTER;UNIVERSAAL;2020;BENSIIN_KATALYSAATOR;74;999;122;5;2;1725;1338;1725;MUST;HARJU MAAKOND;Määramata;Juriidiline;1;9
M1;DACIA;DUSTER;UNIVERSAAL;2020;BENSIIN_KATALYSAATOR;74;999;122;5;2;1725;1338;1725;ORANÞ;HARJU MAAKOND;Tallinn;Juriidiline;1;9
M1;DACIA;DUSTER;UNIVERSAAL;2020;BENSIIN_KATALYSAATOR;74;999;122;5;2;1725;1338;1725;PRUUN;HARJU MAAKOND;Määramata;Juriidiline;1;9
M1;DACIA;DUSTER;UNIVERSAAL;2020;BENSIIN_KATALYSAATOR;74;999;122;5;2;1725;1338;1725;PRUUN;HARJU MAAKOND;Tallinn;Juriidiline;4;9
M1;DACIA;DUSTER;UNIVERSAAL;2020;BENSIIN_KATALYSAATOR;74;999;122;5;2;1725;1338;1725;TUMEHALL;HARJU MAAKOND;Määramata;Juriidiline;1;9
M1;DACIA;DUSTER;UNIVERSAAL;2020;BENSIIN_KATALYSAATOR;74;999;122;5;2;1725;1338;1725;TUMEHALL;HARJU MAAKOND;Tallinn;Füüsiline;1;9
M1;DACIA;DUSTER;UNIVERSAAL;2020;BENSIIN_KATALYSAATOR;74;999;126;5;2;1755;1372;1755;HÕBEDANE;HARJU MAAKOND;Määramata;Juriidiline;1;9
M1;DACIA;DUSTER;UNIVERSAAL;2020;BENSIIN_KATALYSAATOR;74;999;127;5;2;1758;1363;1758;BEEÞ;PÄRNU MAAKOND;Pärnu linn;Füüsiline;1;9
M1;DACIA;DUSTER;UNIVERSAAL;2020;BENSIIN_KATALYSAATOR;74;999;127;5;2;1758;1368;1758;SININE;TARTU MAAKOND;Tartu linn;Juriidiline;1;9
M1;DACIA;DUSTER;UNIVERSAAL;2020;BENSIIN_KATALYSAATOR;74;999;127;5;2;1758;1369;1758;HELEHALL;HARJU MAAKOND;Tallinn;Füüsiline;1;9
M1;DACIA;DUSTER;UNIVERSAAL;2020;BENSIIN_KATALYSAATOR;74;999;127;5;2;1758;1369;1758;PUNANE;IDA-VIRU MAAKOND;Narva linn;Füüsiline;1;9
M1;DACIA;DUSTER;UNIVERSAAL;2020;BENSIIN_KATALYSAATOR;74;999;127;5;2;1758;1369;1758;PUNANE;PÄRNU MAAKOND;Pärnu linn;Füüsiline;1;9
M1;DACIA;DUSTER;UNIVERSAAL;2020;BENSIIN_KATALYSAATOR;96;1332;137;5;2;1762;1364;1762;HALL;HARJU MAAKOND;Tallinn;Juriidiline;1;9
M1;DACIA;DUSTER;UNIVERSAAL;2020;BENSIIN_KATALYSAATOR;96;1332;137;5;2;1762;1367;1762;SININE;HARJU MAAKOND;Tallinn;Füüsiline;1;9
M1;DACIA;DUSTER;UNIVERSAAL;2020;BENSIIN_KATALYSAATOR;96;1332;137;5;2;1762;1367;1762;SININE;HARJU MAAKOND;Tallinn;Juriidiline;1;9
M1;DACIA;DUSTER;UNIVERSAAL;2020;BENSIIN_KATALYSAATOR;96;1332;137;5;2;1762;1367;1762;TUMESININE;HARJU MAAKOND;Tallinn;Juriidiline;1;9
M1;DACIA;DUSTER;UNIVERSAAL;2020;BENSIIN_KATALYSAATOR;96;1332;137;5;2;1762;1372;1762;PUNANE;VALGA MAAKOND;Määramata;Füüsiline;1;9
M1;DACIA;DUSTER;UNIVERSAAL;2020;BENSIIN_KATALYSAATOR;96;1332;137;5;2;1762;1376;1762;PRUUN;HARJU MAAKOND;Tallinn;Juriidiline;1;9
M1;DACIA;DUSTER;UNIVERSAAL;2020;BENSIIN_KATALYSAATOR;96;1332;137;5;2;1762;1376;1762;TUMESININE;HARJU MAAKOND;Tallinn;Juriidiline;2;9
M1;DACIA;DUSTER;UNIVERSAAL;2020;BENSIIN_KATALYSAATOR;96;1332;137;5;2;1762;1377;1762;HELEHALL;JÄRVA MAAKOND;Määramata;Füüsiline;1;9
M1;DACIA;DUSTER;UNIVERSAAL;2020;BENSIIN_KATALYSAATOR;96;1332;137;5;2;1762;1377;1762;PRUUN;HARJU MAAKOND;Tallinn;Juriidiline;2;9
M1;DACIA;DUSTER;UNIVERSAAL;2020;BENSIIN_KATALYSAATOR;110;1332;145;5;2;1845;1448;1845;BEEÞ;RAPLA MAAKOND;Määramata;Füüsiline;1;9
M1;DACIA;DUSTER;UNIVERSAAL;2020;DIISEL;85;1461;110;5;2;1848;1441;1848;ORANÞ;HARJU MAAKOND;Tallinn;Füüsiline;2;9
M1;DACIA;DUSTER;UNIVERSAAL;2020;DIISEL;85;1461;111;5;2;1848;1434;1848;SININE;IDA-VIRU MAAKOND;Narva linn;Füüsiline;1;9
M1;DACIA;DUSTER;UNIVERSAAL;2020;DIISEL;85;1461;119;5;2;1933;1535;1933;MUST;HARJU MAAKOND;Tallinn;Füüsiline;1;9
M1;DACIA;DUSTER;UNIVERSAAL;2020;DIISEL;85;1461;119;5;2;1933;1535;1933;PRUUN;TARTU MAAKOND;Tartu linn;Füüsiline;1;9
M1;DACIA;DUSTER;UNIVERSAAL;2020;DIISEL;85;1461;119;5;2;1933;1535;1933;TUMEHALL;PÕLVA MAAKOND;Määramata;Füüsiline;1;9
M1;DACIA;DUSTER;UNIVERSAAL;2020;DIISEL;85;1461;119;5;2;1933;1537;1933;BEEÞ;HARJU MAAKOND;Tallinn;Füüsiline;1;9
M1;DACIA;DUSTER;UNIVERSAAL;2020;DIISEL;85;1461;119;5;2;1933;1537;1933;ORANÞ;HARJU MAAKOND;Tallinn;Füüsiline;1;9
M1;DACIA;DUSTER;UNIVERSAAL;2020;DIISEL;85;1461;119;5;2;1933;1543;1933;VALGE;HARJU MAAKOND;Tallinn;Juriidiline;3;9
