Kategooria;Mark;Mudel;Keretüüp;Esm reg aasta;Mootori tüüp;Mootori võimsus;Mootori maht;CO2;Istekohti;Telgi kokku;Registrimass;Tühimass;Täismass;Värv;Maakond;Linn;Tüüp;Arv;Kuu
M1;AUDI;A4;SEDAAN;2011;Diisel;;1968;;5;2;2015;1540;;;Harjumaa;;Juriidiline isik;1;5
M1;AUDI;A4 AVANT;UNIVERSAAL;2011;Bensiin kat.;;1798;;5;2;2080;1585;;;Harjumaa;;Juriidiline isik;1;5
M1;AUDI;A6;SEDAAN;2011;Bensiin kat.;;2995;;5;2;2350;1815;;;Harjumaa;;Füüsiline isik;1;5
M1;AUDI;A6;SEDAAN;2011;Diisel;;1968;;5;2;2155;1650;;;Harjumaa;;Juriidiline isik;1;5
M1;AUDI;A6;SEDAAN;2011;Diisel;;2967;;5;2;2330;1795;;;Harjumaa;;Juriidiline isik;2;5
M1;AUDI;A7;LUUKPÄRA;2011;Diisel;;2967;;4;2;2335;1860;;;Harjumaa;;Juriidiline isik;1;5
M1;AUDI;A8L;SEDAAN;2011;Diisel;;2967;;5;2;2540;1965;;;Harjumaa;;Riigiasutus;1;5
M1;AUDI;A8L;SEDAAN;2011;Diisel;;4134;;4;2;2670;2120;;;Harjumaa;;Juriidiline isik;1;5
M1;AUDI;S5;LUUKPÄRA;2011;Bensiin kat.;;2995;;4;2;2285;1830;;;Järvamaa;;Juriidiline isik;1;5
M1;BMW;118I;UNIVERSAAL;2011;Bensiin kat.;;1995;;5;2;1800;1375;;;Harjumaa;;Juriidiline isik;1;5
M1;BMW;318I;SEDAAN;2011;Bensiin kat.;;1995;;5;2;1910;1465;;;Harjumaa;;Juriidiline isik;1;5
M1;BMW;320D XDRIVE;SEDAAN;2011;Diisel;;1995;;5;2;2060;1615;;;Võrumaa;;Juriidiline isik;1;5
M1;BMW;325I XDRIVE;SEDAAN;2011;Bensiin kat.;;2996;;5;2;2080;1635;;;Harjumaa;;Juriidiline isik;1;5
M1;BMW;520D;SEDAAN;2011;Diisel;;1995;;5;2;2235;1700;;;Harjumaa;;Juriidiline isik;2;5
M1;BMW;523I;SEDAAN;2011;Bensiin kat.;;2996;;5;2;2260;1725;;;Harjumaa;;Juriidiline isik;2;5
M1;BMW;525D;SEDAAN;2011;Diisel;;2993;;5;2;2315;1780;;;Määramata;;Füüsiline isik;1;5
M1;BMW;530D XDRIVE;SEDAAN;2011;Diisel;;2993;;5;2;2645;2090;;;Harjumaa;;Juriidiline isik;1;5
M1;BMW;530D XDRIVE;UNIVERSAAL;2011;Diisel;;2993;;5;2;2520;1940;;;Harjumaa;;Juriidiline isik;1;5
M1;BMW;640I;LAHTINE;2011;Bensiin kat.;;2979;;4;2;2290;1915;;;Tartumaa;;Juriidiline isik;1;5
M1;BMW;X1;UNIVERSAAL;2011;Diisel;;1995;;5;2;2140;1650;;;Tartumaa;;Füüsiline isik;1;5
M1;BMW;X3 XDRIVE20D;UNIVERSAAL;2011;Diisel;;1995;;5;2;2300;1800;;;Harjumaa;;Juriidiline isik;2;5
M1;BMW;X3 XDRIVE20D;UNIVERSAAL;2011;Diisel;;1995;;5;2;2300;1800;;;Ida-Virumaa;;Juriidiline isik;1;5
M1;BMW;X3 XDRIVE 35I;UNIVERSAAL;2011;Bensiin kat.;;2979;;5;2;2365;1880;;;Harjumaa;;Juriidiline isik;1;5
M1;BMW;X6 M;UNIVERSAAL;2011;Bensiin kat.;;4395;;4;2;2905;2380;;;Harjumaa;;Juriidiline isik;1;5
M1;CHEVROLET;AVEO;LUUKPÄRA;2011;Bensiin kat.;;1206;;5;2;1503;1105;;;Tartumaa;;Juriidiline isik;1;5
M1;CHEVROLET;AVEO;SEDAAN;2011;Bensiin kat.;;1399;;5;2;1573;1155;;;Harjumaa;;Juriidiline isik;1;5
M1;CHEVROLET;CAPTIVA;MAHTUNIVERSAAL;2011;Diisel;;2231;;7;2;2538;2018;;;Pärnumaa;;Füüsiline isik;1;5
M1;CHEVROLET;CRUZE;SEDAAN;2011;Bensiin kat.;;1598;;5;2;1819;1445;;;Harjumaa;;Füüsiline isik;1;5
M1;CHEVROLET;CRUZE;SEDAAN;2011;Bensiin kat.;;1598;;5;2;1819;1445;;;Jõgevamaa;;Juriidiline isik;1;5
M1;CHEVROLET;CRUZE;SEDAAN;2011;Bensiin kat.;;1796;;5;2;1824;1449;;;Harjumaa;;Juriidiline isik;1;5
M1;CHEVROLET;CRUZE;SEDAAN;2011;Bensiin kat.;;1796;;5;2;1849;1476;;;Harjumaa;;Füüsiline isik;3;5
M1;CHEVROLET;CRUZE;SEDAAN;2011;Bensiin kat.;;1796;;5;2;1849;1476;;;Pärnumaa;;Füüsiline isik;1;5
M1;CHEVROLET;ORLANDO;UNIVERSAAL;2011;Bensiin kat.;;1796;;7;2;2160;1646;;;Ida-Virumaa;;Füüsiline isik;1;5
M1;CHEVROLET;ORLANDO;UNIVERSAAL;2011;Bensiin kat.;;1796;;7;2;2160;1646;;;Jõgevamaa;;Füüsiline isik;1;5
M1;CHEVROLET;ORLANDO;UNIVERSAAL;2011;Diisel;;1998;;7;2;2287;1786;;;Põlvamaa;;Juriidiline isik;1;5
M1;CHEVROLET;ORLANDO;UNIVERSAAL;2011;Diisel;;1998;;7;2;2287;1786;;;Tartumaa;;Füüsiline isik;1;5
M1;CHEVROLET;SPARK;LUUKPÄRA;2011;Bensiin kat.;;995;;5;2;1367;1044;;;Jõgevamaa;;Juriidiline isik;1;5
M1;CHRYSLER;300C;SEDAAN;2011;Diisel;;2987;;5;2;2385;1910;;;Harjumaa;;Juriidiline isik;1;5
M1;CHRYSLER;300C;SEDAAN;2011;Diisel;;2987;;5;2;2385;1910;;;Tartumaa;;Juriidiline isik;1;5
M1;CITROEN;BERLINGO;MAHTUNIVERSAAL;2011;Bensiin kat.;;1598;;5;2;2000;1550;;;Harjumaa;;Füüsiline isik;1;5
M1;CITROEN;BERLINGO;MAHTUNIVERSAAL;2011;Bensiin kat.;;1598;;5;2;2000;1550;;;Harjumaa;;Riigiasutus;1;5
M1;CITROEN;BERLINGO;MAHTUNIVERSAAL;2011;Bensiin kat.;;1598;;5;2;2000;1550;;;Määramata;;Füüsiline isik;1;5
M1;CITROEN;BERLINGO;MAHTUNIVERSAAL;2011;Bensiin kat.;;1598;;5;2;2000;1550;;;Tartumaa;;Füüsiline isik;1;5
M1;CITROEN;BERLINGO;MAHTUNIVERSAAL;2011;Bensiin kat.;;1598;;5;2;2000;1581;;;Harjumaa;;Juriidiline isik;1;5
M1;CITROEN;BERLINGO;MAHTUNIVERSAAL;2011;Bensiin kat.;;1598;;5;2;2000;1581;;;Ida-Virumaa;;Füüsiline isik;1;5
M1;CITROEN;BERLINGO;MAHTUNIVERSAAL;2011;Bensiin kat.;;1598;;5;2;2000;1581;;;Lääne-Virumaa;;Juriidiline isik;1;5
M1;CITROEN;BERLINGO;UNIVERSAAL;2011;Diisel;;1560;;5;2;2040;1601;;;Harjumaa;;Füüsiline isik;4;5
M1;CITROEN;BERLINGO;UNIVERSAAL;2011;Diisel;;1560;;5;2;2040;1601;;;Harjumaa;;Juriidiline isik;10;5
M1;CITROEN;BERLINGO;UNIVERSAAL;2011;Diisel;;1560;;5;2;2040;1601;;;Jõgevamaa;;Juriidiline isik;1;5
M1;CITROEN;BERLINGO;UNIVERSAAL;2011;Diisel;;1560;;5;2;2040;1601;;;Pärnumaa;;Juriidiline isik;2;5
M1;CITROEN;C1;LUUKPÄRA;2011;Bensiin kat.;;998;;4;2;1190;880;;;Harjumaa;;Füüsiline isik;1;5
M1;CITROEN;C1;LUUKPÄRA;2011;Bensiin kat.;;998;;4;2;1190;880;;;Harjumaa;;Juriidiline isik;4;5
M1;CITROEN;C3;LUUKPÄRA;2011;Bensiin kat.;;1360;;5;2;1529;1165;;;Harjumaa;;Füüsiline isik;1;5
M1;CITROEN;C3;LUUKPÄRA;2011;Bensiin kat.;;1360;;5;2;1529;1165;;;Harjumaa;;Juriidiline isik;8;5
M1;CITROEN;C3;LUUKPÄRA;2011;Bensiin kat.;;1360;;5;2;1529;1165;;;Jõgevamaa;;Füüsiline isik;1;5
M1;CITROEN;C3;LUUKPÄRA;2011;Bensiin kat.;;1598;;5;2;1612;1253;;;Harjumaa;;Füüsiline isik;1;5
M1;CITROEN;C3 PICASSO;MAHTUNIVERSAAL;2011;Bensiin kat.;;1397;;5;2;1747;1375;;;Ida-Virumaa;;Füüsiline isik;1;5
M1;CITROEN;C3 PICASSO;MAHTUNIVERSAAL;2011;Bensiin kat.;;1598;;5;2;1753;1383;;;Harjumaa;;Juriidiline isik;1;5
M1;CITROEN;C4;LUUKPÄRA;2011;Bensiin kat.;;1397;;5;2;1720;1330;;;Harjumaa;;Juriidiline isik;2;5
M1;CITROEN;C4;LUUKPÄRA;2011;Bensiin kat.;;1598;;5;2;1755;1380;;;Harjumaa;;Füüsiline isik;1;5
M1;CITROEN;C4;LUUKPÄRA;2011;Bensiin kat.;;1598;;5;2;1755;1380;;;Harjumaa;;Juriidiline isik;5;5
M1;CITROEN;C4;LUUKPÄRA;2011;Bensiin kat.;;1598;;5;2;1755;1380;;;Tartumaa;;Juriidiline isik;1;5
M1;CITROEN;C4;LUUKPÄRA;2011;Bensiin kat.;;1598;;5;2;1765;1370;;;Harjumaa;;Füüsiline isik;2;5
M1;CITROEN;C4;LUUKPÄRA;2011;Bensiin kat.;;1598;;5;2;1765;1370;;;Harjumaa;;Juriidiline isik;7;5
M1;CITROEN;C4;LUUKPÄRA;2011;Diisel;;1560;;5;2;1790;1388;;;Harjumaa;;Juriidiline isik;4;5
M1;CITROEN;C4 PICASSO;MAHTUNIVERSAAL;2011;Bensiin kat.;;1598;;7;2;2200;1643;;;Harjumaa;;Juriidiline isik;1;5
M1;CITROEN;C4 PICASSO;MAHTUNIVERSAAL;2011;Bensiin kat.;;1598;;7;2;2220;1695;;;Harjumaa;;Juriidiline isik;1;5
M1;CITROEN;C4 PICASSO;MAHTUNIVERSAAL;2011;Diisel;;1560;;7;2;2250;1735;;;Harjumaa;;Juriidiline isik;1;5
M1;CITROEN;C5;SEDAAN;2011;Bensiin kat.;;1598;;5;2;2026;1590;;;Põlvamaa;;Juriidiline isik;1;5
M1;CITROEN;C5;SEDAAN;2011;Bensiin kat.;;1598;;5;2;2026;1703;;;Harjumaa;;Juriidiline isik;1;5
M1;CITROEN;C5;SEDAAN;2011;Bensiin kat.;;1598;;5;2;2065;1546;;;Harjumaa;;Juriidiline isik;1;5
M1;CITROEN;C5;UNIVERSAAL;2011;Bensiin kat.;;1598;;5;2;2200;1737;;;Harjumaa;;Juriidiline isik;2;5
M1;CITROEN;C-CROSSER;MAHTUNIVERSAAL;2011;Diisel;;2179;;5;2;2410;1810;;;Harjumaa;;Juriidiline isik;1;5
M1;CITROEN;C-CROSSER;MAHTUNIVERSAAL;2011;Diisel;;2179;;5;2;2410;1810;;;Hiiumaa;;Füüsiline isik;1;5
M1;CITROEN;C-CROSSER;MAHTUNIVERSAAL;2011;Diisel;;2179;;7;2;2410;1845;;;Harjumaa;;Juriidiline isik;1;5
M1;CITROEN;DS3;LUUKPÄRA;2011;Bensiin kat.;;1598;;5;2;1597;1240;;;Harjumaa;;Juriidiline isik;1;5
M1;CITROEN;DS3;LUUKPÄRA;2011;Diisel;;1560;;5;2;1584;1218;;;Harjumaa;;Füüsiline isik;1;5
M1;CITROEN;JUMPY;UNIVERSAAL;2011;Diisel;;1997;;9;2;2805;2023;;;Harjumaa;;Juriidiline isik;4;5
M1;CITROEN;NEMO;MAHTUNIVERSAAL;2011;Bensiin kat.;;1360;;5;2;1680;1290;;;Harjumaa;;Juriidiline isik;5;5
M1;DACIA;DUSTER;UNIVERSAAL;2011;Bensiin kat.;;1598;;5;2;1710;1286;;;Harjumaa;;Füüsiline isik;1;5
M1;DACIA;DUSTER;UNIVERSAAL;2011;Bensiin kat.;;1598;;5;2;1710;1308;;;Harjumaa;;Juriidiline isik;1;5
M1;DACIA;DUSTER;UNIVERSAAL;2011;Bensiin kat.;;1598;;5;2;1800;1325;;;Harjumaa;;Füüsiline isik;2;5
M1;DACIA;DUSTER;UNIVERSAAL;2011;Bensiin kat.;;1598;;5;2;1800;1325;;;Harjumaa;;Juriidiline isik;1;5
M1;DACIA;DUSTER;UNIVERSAAL;2011;Bensiin kat.;;1598;;5;2;1800;1401;;;Lääne-Virumaa;;Füüsiline isik;1;5
M1;DACIA;DUSTER;UNIVERSAAL;2011;Bensiin kat.;;1598;;5;2;1800;1417;;;Harjumaa;;Füüsiline isik;1;5
M1;DACIA;DUSTER;UNIVERSAAL;2011;Bensiin kat.;;1598;;5;2;1800;1417;;;Harjumaa;;Juriidiline isik;2;5
M1;DACIA;DUSTER;UNIVERSAAL;2011;Diisel;;1461;;5;2;1740;1314;;;Harjumaa;;Füüsiline isik;1;5
M1;DACIA;DUSTER;UNIVERSAAL;2011;Diisel;;1461;;5;2;1844;1369;;;Harjumaa;;Juriidiline isik;2;5
M1;DACIA;DUSTER;UNIVERSAAL;2011;Diisel;;1461;;5;2;1844;1455;;;Harjumaa;;Juriidiline isik;1;5
M1;DACIA;DUSTER;UNIVERSAAL;2011;Diisel;;1461;;5;2;1844;1461;;;Harjumaa;;Juriidiline isik;1;5
M1;DACIA;LOGAN;MAHTUNIVERSAAL;2011;Diisel;;1461;;7;2;1870;1359;;;Harjumaa;;Juriidiline isik;1;5
M1;DACIA;LOGAN;MAHTUNIVERSAAL;2011;Diisel;;1461;;7;2;1870;1360;;;Harjumaa;;Juriidiline isik;3;5
M1;DACIA;LOGAN;UNIVERSAAL;2011;Bensiin kat.;;1598;;7;2;1810;1270;;;Harjumaa;;Juriidiline isik;1;5
M1;DACIA;LOGAN;UNIVERSAAL;2011;Bensiin kat.;;1598;;7;2;1840;1300;;;Harjumaa;;Juriidiline isik;1;5
M1;DACIA;SANDERO;LUUKPÄRA;2011;Bensiin kat.;;1149;;5;2;1470;1050;;;Harjumaa;;Juriidiline isik;1;5
M1;DACIA;SANDERO;LUUKPÄRA;2011;Bensiin kat.;;1149;;5;2;1470;1133;;;Viljandimaa;;Füüsiline isik;1;5
M1;DACIA;SANDERO;LUUKPÄRA;2011;Bensiin kat.;;1149;;5;2;1534;1050;;;Harjumaa;;Juriidiline isik;1;5
M1;DACIA;SANDERO;LUUKPÄRA;2011;Bensiin kat.;;1149;;5;2;1534;1133;;;Harjumaa;;Füüsiline isik;2;5
M1;DACIA;SANDERO;LUUKPÄRA;2011;Bensiin kat.;;1598;;5;2;1561;1137;;;Harjumaa;;Juriidiline isik;1;5
M1;DACIA;SANDERO;LUUKPÄRA;2011;Bensiin kat.;;1598;;5;2;1561;1170;;;Harjumaa;;Juriidiline isik;1;5
M1;FIAT;500;LUUKPÄRA;2011;Bensiin kat.;;1242;;4;2;1305;940;;;Harjumaa;;Juriidiline isik;3;5
M1;FIAT;500;LUUKPÄRA;2011;Bensiin kat.;;1242;;4;2;1305;993;;;Harjumaa;;Juriidiline isik;1;5
M1;FIAT;500;LUUKPÄRA;2011;Bensiin kat.;;1242;;4;2;1305;1003;;;Harjumaa;;Juriidiline isik;7;5
M1;FIAT;500;LUUKPÄRA;2011;Bensiin kat.;;1242;;4;2;1355;1033;;;Harjumaa;;Juriidiline isik;1;5
M1;FIAT;BRAVO;LUUKPÄRA;2011;Diisel;;1598;;5;2;1830;1412;;;Harjumaa;;Juriidiline isik;1;5
M1;FIAT;PANDA;LUUKPÄRA;2011;Diisel;;1248;;5;2;1380;1011;;;Harjumaa;;Juriidiline isik;3;5
M1;FIAT;PANDA 4X4;LUUKPÄRA;2011;Bensiin kat.;;1242;;4;2;1425;1068;;;Pärnumaa;;Füüsiline isik;1;5
M1;FIAT;PUNTO;LUUKPÄRA;2011;Bensiin kat.;;1242;;5;2;1590;1128;;;Harjumaa;;Juriidiline isik;1;5
M1;FIAT;PUNTO;LUUKPÄRA;2011;Bensiin kat.;;1368;;5;2;1600;1142;;;Harjumaa;;Juriidiline isik;2;5
M1;FIAT;PUNTO;LUUKPÄRA;2011;Bensiin kat.;;1368;;5;2;1600;1143;;;Harjumaa;;Juriidiline isik;1;5
M1;FIAT;PUNTO;LUUKPÄRA;2011;Diisel;;1248;;5;2;1705;1245;;;Viljandimaa;;Füüsiline isik;1;5
M1;FIAT ADRIA;CORAL S 670SL;ELAMU;2011;Diisel;;2287;;5;2;3500;2973;;;Harjumaa;;Füüsiline isik;1;5
M1;FIAT DETHLEFFS;GLOBEBUS I 011/I 015;ELAMU;2011;Diisel;;2287;;4;2;3500;2903;;;Raplamaa;;Füüsiline isik;1;5
M1;FIAT MCLOUIS;M700;ELAMU;2011;Diisel;;2287;;6;2;3300;2798;;;Harjumaa;;Füüsiline isik;1;5
M1;FIAT MCLOUIS;P700;ELAMU;2011;Diisel;;2198;;4;2;3500;2837;;;Harjumaa;;Juriidiline isik;1;5
M1;FORD;FIESTA;LUUKPÄRA;2011;Bensiin kat.;;1242;;5;2;1495;1100;;;Harjumaa;;Füüsiline isik;2;5
M1;FORD;FIESTA;LUUKPÄRA;2011;Bensiin kat.;;1242;;5;2;1495;1100;;;Harjumaa;;Juriidiline isik;1;5
M1;FORD;FIESTA;LUUKPÄRA;2011;Bensiin kat.;;1242;;5;2;1495;1100;;;Pärnumaa;;Juriidiline isik;1;5
M1;FORD;FIESTA;LUUKPÄRA;2011;Bensiin kat.;;1242;;5;2;1495;1100;;;Valgamaa;;Füüsiline isik;1;5
M1;FORD;FIESTA;LUUKPÄRA;2011;Bensiin kat.;;1242;;5;2;1495;1150;;;Harjumaa;;Füüsiline isik;2;5
M1;FORD;FIESTA;LUUKPÄRA;2011;Bensiin kat.;;1242;;5;2;1495;1150;;;Harjumaa;;Juriidiline isik;3;5
M1;FORD;FIESTA;LUUKPÄRA;2011;Bensiin kat.;;1242;;5;2;1495;1150;;;Valgamaa;;Füüsiline isik;1;5
M1;FORD;FIESTA;LUUKPÄRA;2011;Bensiin kat.;;1388;;5;2;1530;1185;;;Harjumaa;;Füüsiline isik;2;5
M1;FORD;FOCUS;LUUKPÄRA;2011;Bensiin kat.;;1596;;5;2;1820;1375;;;Harjumaa;;Füüsiline isik;6;5
M1;FORD;FOCUS;LUUKPÄRA;2011;Bensiin kat.;;1596;;5;2;1820;1375;;;Ida-Virumaa;;Juriidiline isik;1;5
M1;FORD;FOCUS;LUUKPÄRA;2011;Bensiin kat.;;1596;;5;2;1820;1375;;;Järvamaa;;Füüsiline isik;1;5
M1;FORD;FOCUS;LUUKPÄRA;2011;Bensiin kat.;;1596;;5;2;1820;1375;;;Lääne-Virumaa;;Füüsiline isik;2;5
M1;FORD;FOCUS;LUUKPÄRA;2011;Bensiin kat.;;1596;;5;2;1820;1375;;;Pärnumaa;;Füüsiline isik;2;5
M1;FORD;FOCUS;LUUKPÄRA;2011;Bensiin kat.;;1596;;5;2;1820;1375;;;Tartumaa;;Füüsiline isik;1;5
M1;FORD;FOCUS;LUUKPÄRA;2011;Bensiin kat.;;1596;;5;2;1825;1323;;;Harjumaa;;Juriidiline isik;5;5
M1;FORD;FOCUS;LUUKPÄRA;2011;Bensiin kat.;;1596;;5;2;1825;1329;;;Harjumaa;;Juriidiline isik;3;5
M1;FORD;FOCUS;LUUKPÄRA;2011;Bensiin kat.;;1596;;5;2;1825;1329;;;Tartumaa;;Füüsiline isik;1;5
M1;FORD;FOCUS;LUUKPÄRA;2011;Diisel;;1560;;5;2;1900;1394;;;Harjumaa;;Juriidiline isik;2;5
M1;FORD;FOCUS;SEDAAN;2011;Bensiin kat.;;1596;;5;2;1900;1396;;;Harjumaa;;Juriidiline isik;1;5
M1;FORD;FOCUS;UNIVERSAAL;2011;Bensiin kat.;;1596;;5;2;1820;1400;;;Lääne-Virumaa;;Juriidiline isik;1;5
M1;FORD;FOCUS;UNIVERSAAL;2011;Bensiin kat.;;1596;;5;2;1825;1367;;;Harjumaa;;Juriidiline isik;7;5
M1;FORD;FOCUS;UNIVERSAAL;2011;Diisel;;1560;;5;2;1900;1419;;;Harjumaa;;Juriidiline isik;1;5
M1;FORD;FUSION;MAHTUNIVERSAAL;2011;Bensiin kat.;;1388;;5;2;1605;1205;;;Harjumaa;;Füüsiline isik;3;5
M1;FORD;FUSION;MAHTUNIVERSAAL;2011;Bensiin kat.;;1388;;5;2;1605;1205;;;Harjumaa;;Juriidiline isik;2;5
M1;FORD;FUSION;MAHTUNIVERSAAL;2011;Bensiin kat.;;1388;;5;2;1605;1205;;;Määramata;;Füüsiline isik;1;5
M1;FORD;FUSION;MAHTUNIVERSAAL;2011;Bensiin kat.;;1388;;5;2;1605;1205;;;Tartumaa;;Juriidiline isik;1;5
M1;FORD;FUSION;MAHTUNIVERSAAL;2011;Bensiin kat.;;1388;;5;2;1605;1205;;;Võrumaa;;Füüsiline isik;2;5
M1;FORD;GALAXY;MAHTUNIVERSAAL;2011;Diisel;;1997;;7;2;2505;1805;;;Harjumaa;;Juriidiline isik;1;5
M1;FORD;GALAXY;MAHTUNIVERSAAL;2011;Diisel;;1997;;7;2;2505;1810;;;Harjumaa;;Füüsiline isik;1;5
M1;FORD;GRAND C-MAX;MAHTUNIVERSAAL;2011;Bensiin kat.;;1596;;7;2;2135;1593;;;Pärnumaa;;Riigiasutus;1;5
M1;FORD;KA;LUUKPÄRA;2011;Bensiin kat.;;1242;;4;2;1320;989;;;Harjumaa;;Juriidiline isik;1;5
M1;FORD;KUGA;MAHTUNIVERSAAL;2011;Diisel;;1997;;5;2;2130;1765;;;Harjumaa;;Juriidiline isik;1;5
M1;FORD;KUGA;MAHTUNIVERSAAL;2011;Diisel;;1997;;5;2;2160;1790;;;Harjumaa;;Juriidiline isik;1;5
M1;FORD;MONDEO;LUUKPÄRA;2011;Bensiin kat.;;1999;;5;2;2090;1540;;;Harjumaa;;Füüsiline isik;2;5
M1;FORD;MONDEO;LUUKPÄRA;2011;Bensiin kat.;;1999;;5;2;2090;1540;;;Harjumaa;;Juriidiline isik;3;5
M1;FORD;MONDEO;LUUKPÄRA;2011;Bensiin kat.;;1999;;5;2;2090;1540;;;Järvamaa;;Füüsiline isik;1;5
M1;FORD;MONDEO;LUUKPÄRA;2011;Bensiin kat.;;1999;;5;2;2090;1540;;;Läänemaa;;Juriidiline isik;1;5
M1;FORD;MONDEO;LUUKPÄRA;2011;Bensiin kat.;;1999;;5;2;2090;1540;;;Pärnumaa;;Juriidiline isik;1;5
M1;FORD;MONDEO;LUUKPÄRA;2011;Bensiin kat.;;1999;;5;2;2090;1540;;;Tartumaa;;Füüsiline isik;2;5
M1;FORD;MONDEO;LUUKPÄRA;2011;Bensiin kat.;;1999;;5;2;2090;1540;;;Tartumaa;;Juriidiline isik;1;5
M1;FORD;MONDEO;SEDAAN;2011;Bensiin kat.;;1999;;5;2;2090;1540;;;Harjumaa;;Füüsiline isik;2;5
M1;FORD;MONDEO;SEDAAN;2011;Bensiin kat.;;1999;;5;2;2090;1540;;;Harjumaa;;Juriidiline isik;2;5
M1;FORD;MONDEO;SEDAAN;2011;Bensiin kat.;;1999;;5;2;2090;1540;;;Pärnumaa;;Füüsiline isik;2;5
M1;FORD;MONDEO;SEDAAN;2011;Bensiin kat.;;1999;;5;2;2090;1540;;;Tartumaa;;Juriidiline isik;1;5
M1;FORD;MONDEO;SEDAAN;2011;Bensiin kat.;;1999;;5;2;2090;1540;;;Valgamaa;;Füüsiline isik;1;5
M1;FORD;MONDEO;SEDAAN;2011;Bensiin kat.;;1999;;5;2;2090;1615;;;Harjumaa;;Juriidiline isik;1;5
M1;FORD;MONDEO;SEDAAN;2011;Bensiin kat.;;1999;;5;2;2200;1635;;;Pärnumaa;;Juriidiline isik;1;5
M1;FORD;MONDEO;SEDAAN;2011;Diisel;;1997;;5;2;2230;1625;;;Harjumaa;;Juriidiline isik;1;5
M1;FORD;MONDEO;UNIVERSAAL;2011;Bensiin kat.;;1999;;5;2;2200;1560;;;Harjumaa;;Füüsiline isik;1;5
M1;FORD;MONDEO;UNIVERSAAL;2011;Bensiin kat.;;1999;;5;2;2200;1560;;;Harjumaa;;Juriidiline isik;8;5
M1;FORD;MONDEO;UNIVERSAAL;2011;Bensiin kat.;;1999;;5;2;2200;1560;;;Hiiumaa;;Juriidiline isik;1;5
M1;FORD;MONDEO;UNIVERSAAL;2011;Bensiin kat.;;1999;;5;2;2200;1560;;;Tartumaa;;Juriidiline isik;2;5
M1;FORD;S-MAX;MAHTUNIVERSAAL;2011;Bensiin kat.;;1999;;7;2;2405;1750;;;Viljandimaa;;Juriidiline isik;1;5
M1;FORD;S-MAX;MAHTUNIVERSAAL;2011;Diisel;;1997;;7;2;2505;1760;;;Harjumaa;;Juriidiline isik;1;5
M1;FORD;S-MAX;MAHTUNIVERSAAL;2011;Diisel;;1997;;7;2;2505;1760;;;Tartumaa;;Füüsiline isik;1;5
M1;FORD;S-MAX;MAHTUNIVERSAAL;2011;Diisel;;1997;;7;2;2505;1760;;;Tartumaa;;Juriidiline isik;1;5
M1;HONDA;ACCORD;SEDAAN;2011;Bensiin kat.;;1997;;5;2;1935;1535;;;Harjumaa;;Juriidiline isik;1;5
M1;HONDA;ACCORD;SEDAAN;2011;Bensiin kat.;;1997;;5;2;1935;1535;;;Raplamaa;;Füüsiline isik;1;5
M1;HONDA;ACCORD;SEDAAN;2011;Bensiin kat.;;1997;;5;2;1960;1528;;;Harjumaa;;Juriidiline isik;3;5
M1;HONDA;ACCORD;SEDAAN;2011;Bensiin kat.;;1997;;5;2;1960;1528;;;Jõgevamaa;;Füüsiline isik;1;5
M1;HONDA;ACCORD;SEDAAN;2011;Bensiin kat.;;1997;;5;2;1960;1528;;;Saaremaa;;Juriidiline isik;1;5
M1;HONDA;ACCORD;SEDAAN;2011;Bensiin kat.;;2354;;5;2;2030;1629;;;Harjumaa;;Füüsiline isik;1;5
M1;HONDA;ACCORD;SEDAAN;2011;Bensiin kat.;;2354;;5;2;2030;1629;;;Harjumaa;;Juriidiline isik;4;5
M1;HONDA;ACCORD;SEDAAN;2011;Bensiin kat.;;2354;;5;2;2030;1629;;;Ida-Virumaa;;Füüsiline isik;1;5
M1;HONDA;ACCORD;SEDAAN;2011;Bensiin kat.;;2354;;5;2;2030;1629;;;Pärnumaa;;Juriidiline isik;1;5
M1;HONDA;ACCORD TOURER;MAHTUNIVERSAAL;2011;Bensiin kat.;;1997;;5;2;1990;1502;;;Harjumaa;;Juriidiline isik;2;5
M1;HONDA;ACCORD TOURER;MAHTUNIVERSAAL;2011;Bensiin kat.;;2354;;5;2;2085;1594;;;Harjumaa;;Juriidiline isik;2;5
M1;HONDA;ACCORD TOURER;UNIVERSAAL;2011;Bensiin kat.;;1997;;5;2;2015;1617;;;Harjumaa;;Füüsiline isik;1;5
M1;HONDA;ACCORD TOURER;UNIVERSAAL;2011;Bensiin kat.;;1997;;5;2;2015;1617;;;Harjumaa;;Juriidiline isik;2;5
M1;HONDA;ACCORD TOURER;UNIVERSAAL;2011;Bensiin kat.;;1997;;5;2;2015;1617;;;Läänemaa;;Juriidiline isik;1;5
M1;HONDA;ACCORD TOURER;UNIVERSAAL;2011;Bensiin kat.;;1997;;5;2;2015;1617;;;Viljandimaa;;Juriidiline isik;1;5
M1;HONDA;ACCORD TOURER;UNIVERSAAL;2011;Bensiin kat.;;2354;;5;2;2085;1688;;;Tartumaa;;Füüsiline isik;1;5
M1;HONDA;CIVIC;LUUKPÄRA;2011;Bensiin kat.;;1799;;5;2;1750;1265;;;Harjumaa;;Juriidiline isik;1;5
M1;HONDA;CIVIC;LUUKPÄRA;2011;Bensiin kat.;;1799;;5;2;1800;1324;;;Harjumaa;;Füüsiline isik;4;5
