Kategooria;Mark;Mudel;Keretüüp;Esm reg aasta;Mootori tüüp;Mootori võimsus;Mootori maht;CO2;Istekohti;Telgi kokku;Registrimass;Tühimass;Täismass;Värv;Maakond;Linn;Tüüp;Arv;Kuu
M1;BMW;X1;UNIVERSAAL;2011;Diisel;130;1995;;;;;;;valge;Harjumaa;;;1;1
M1;BMW;X1;UNIVERSAAL;2011;Diisel;130;1995;;;;;;;must;Harjumaa;;;1;1
M1;BMW;X1 SDRIVE 18D;UNIVERSAAL;2011;Diisel;105;1995;;;;;;;must;Harjumaa;;;1;1
M1;BMW;X3 XDRIVE20D;UNIVERSAAL;2011;Diisel;135;1995;;;;;;;pruun;Harjumaa;;;1;1
M1;CHEVROLET;CRUZE;SEDAAN;2011;Bensiin kat.;104;1796;;;;;;;helesinine;Harjumaa;;;1;1
M1;CHRYSLER;GRAND VOYAGER;MAHTUNIVERSAAL;2011;Diisel;120;2777;;;;;;;valge;Harjumaa;;;1;1
M1;CITROEN;BERLINGO;MAHTUNIVERSAAL;2011;Bensiin kat.;66;1587;;;;;;;hõbedane;Harjumaa;;;1;1
M1;CITROEN;BERLINGO;MAHTUNIVERSAAL;2011;Bensiin kat.;88;1598;;;;;;;punane;Harjumaa;;;1;1
M1;CITROEN;BERLINGO;UNIVERSAAL;2011;Diisel;55;1560;;;;;;;hõbedane;Harjumaa;;;1;1
M1;CITROEN;BERLINGO;UNIVERSAAL;2011;Diisel;55;1560;;;;;;;punane;Harjumaa;;;1;1
M1;CITROEN;BERLINGO;UNIVERSAAL;2011;Diisel;68;1560;;;;;;;valge;Harjumaa;;;1;1
M1;CITROEN;C3;LUUKPÄRA;2011;Bensiin kat.;88;1598;;;;;;;beeþ;Harjumaa;;;1;1
M1;CITROEN;C3 PICASSO;MAHTUNIVERSAAL;2011;Bensiin kat.;70;1397;;;;;;;sinine;Harjumaa;;;1;1
M1;CITROEN;C4;LUUKPÄRA;2011;Bensiin kat.;88;1598;;;;;;;punane;Harjumaa;;;1;1
M1;CITROEN;C4;LUUKPÄRA;2011;Bensiin kat.;88;1598;;;;;;;hall;Harjumaa;;;1;1
M1;CITROEN;C4;LUUKPÄRA;2011;Bensiin kat.;88;1598;;;;;;;roheline;Harjumaa;;;1;1
M1;CITROEN;C4;LUUKPÄRA;2011;Bensiin kat.;88;1598;;;;;;;sinine;Harjumaa;;;1;1
M1;CITROEN;C4;LUUKPÄRA;2011;Bensiin kat.;88;1598;;;;;;;sinine;Harjumaa;;;1;1
M1;CITROEN;C4;LUUKPÄRA;2011;Bensiin kat.;115;1598;;;;;;;punane;Harjumaa;;;1;1
M1;CITROEN;C5;SEDAAN;2011;Bensiin kat.;115;1598;;;;;;;must;Harjumaa;;;1;1
M1;CITROEN;C5;UNIVERSAAL;2011;Bensiin kat.;115;1598;;;;;;;must;Harjumaa;;;1;1
M1;CITROEN;C5;UNIVERSAAL;2011;Bensiin kat.;115;1598;;;;;;;hõbedane;Harjumaa;;;1;1
M1;CITROEN;C-CROSSER;MAHTUNIVERSAAL;2011;Diisel;115;2179;;;;;;;valge;Harjumaa;;;1;1
M1;CITROEN;C-CROSSER;UNIVERSAAL;2011;Bensiin kat.;125;2360;;;;;;;valge;Harjumaa;;;1;1
M1;CITROEN;DS3;LUUKPÄRA;2011;Bensiin kat.;115;1598;;;;;;;kollane;Harjumaa;;;1;1
M1;CITROEN;JUMPY;UNIVERSAAL;2011;Diisel;88;1997;;;;;;;beeþ;Harjumaa;;;1;1
M1;DODGE;JOURNEY;MAHTUNIVERSAAL;2011;Bensiin kat.;136;2736;;;;;;;must;Harjumaa;;;1;1
M1;FIAT;PUNTO;LUUKPÄRA;2011;Diisel;55;1248;;;;;;;helehall;Harjumaa;;;1;1
M1;FIAT;PUNTO;LUUKPÄRA;2011;Diisel;70;1248;;;;;;;must;Harjumaa;;;1;1
M1;FORD;FOCUS;LUUKPÄRA;2011;Bensiin kat.;74;1596;;;;;;;hall;Harjumaa;;;1;1
M1;FORD;FOCUS;LUUKPÄRA;2011;Bensiin kat.;74;1596;;;;;;;sinine;Harjumaa;;;1;1
M1;FORD;FOCUS;LUUKPÄRA;2011;Bensiin kat.;74;1596;;;;;;;must;Harjumaa;;;1;1
M1;FORD;FOCUS;UNIVERSAAL;2011;Bensiin kat.;74;1596;;;;;;;must;Harjumaa;;;1;1
M1;FORD;FOCUS;UNIVERSAAL;2011;Bensiin kat.;74;1596;;;;;;;hõbedane;Harjumaa;;;1;1
M1;FORD;FOCUS;UNIVERSAAL;2011;Bensiin kat.;74;1596;;;;;;;hõbedane;Harjumaa;;;1;1
M1;FORD;MONDEO;LUUKPÄRA;2011;Bensiin kat.;107;1999;;;;;;;valge;Harjumaa;;;1;1
M1;FORD;MONDEO;LUUKPÄRA;2011;Bensiin kat.;107;1999;;;;;;;valge;Harjumaa;;;1;1
M1;FORD;MONDEO;LUUKPÄRA;2011;Bensiin kat.;176;1999;;;;;;;pruun;Harjumaa;;;1;1
M1;FORD;MONDEO;SEDAAN;2011;Bensiin kat.;107;1999;;;;;;;must;Harjumaa;;;1;1
M1;FORD;MONDEO;SEDAAN;2011;Bensiin kat.;149;1976;;;;;;;pruun;Harjumaa;;;1;1
M1;FORD;TOURNEO CONNECT;UNIVERSAAL;2011;Diisel;66;1753;;;;;;;hõbedane;Harjumaa;;;1;1
M1;FORD;TRANSIT / TOURNEO;MAHTUNIVERSAAL;2011;Diisel;85;2198;;;;;;;hõbedane;Harjumaa;;;1;1
M1;HONDA;ACCORD;SEDAAN;2011;Bensiin kat.;115;1997;;;;;;;must;Harjumaa;;;1;1
M1;HONDA;ACCORD;SEDAAN;2011;Bensiin kat.;148;2354;;;;;;;sinine;Harjumaa;;;1;1
M1;HONDA;ACCORD;SEDAAN;2011;Diisel;110;2199;;;;;;;hall;Harjumaa;;;1;1
M1;HONDA;ACCORD;SEDAAN;2011;Diisel;110;2199;;;;;;;tumehall;Harjumaa;;;1;1
M1;HONDA;ACCORD TOURER;MAHTUNIVERSAAL;2011;Bensiin kat.;115;1997;;;;;;;valge;Harjumaa;;;1;1
M1;HONDA;ACCORD TOURER;MAHTUNIVERSAAL;2011;Bensiin kat.;115;1997;;;;;;;must;Harjumaa;;;1;1
M1;HONDA;ACCORD TOURER;MAHTUNIVERSAAL;2011;Bensiin kat.;148;2354;;;;;;;must;Harjumaa;;;1;1
M1;HONDA;ACCORD TOURER;MAHTUNIVERSAAL;2011;Bensiin kat.;148;2354;;;;;;;punane;Harjumaa;;;1;1
M1;HONDA;CIVIC;LUUKPÄRA;2011;Bensiin kat.;73;1339;;;;;;;punane;Harjumaa;;;1;1
M1;HONDA;CIVIC;LUUKPÄRA;2011;Bensiin kat.;103;1799;;;;;;;sinine;Harjumaa;;;1;1
M1;HONDA;CIVIC;LUUKPÄRA;2011;Bensiin kat.;103;1799;;;;;;;pruun;Harjumaa;;;1;1
M1;HONDA;CIVIC;LUUKPÄRA;2011;Bensiin kat.;103;1799;;;;;;;punane;Harjumaa;;;1;1
M1;HONDA;CR-V;MAHTUNIVERSAAL;2011;Bensiin kat.;110;1997;;;;;;;hõbedane;Harjumaa;;;1;1
M1;HONDA;CR-V;MAHTUNIVERSAAL;2011;Bensiin kat.;110;1997;;;;;;;pruun;Harjumaa;;;1;1
M1;HONDA;CR-V;MAHTUNIVERSAAL;2011;Bensiin kat.;110;1997;;;;;;;hall;Harjumaa;;;1;1
M1;HONDA;CR-V;MAHTUNIVERSAAL;2011;Bensiin kat.;110;1997;;;;;;;must;Harjumaa;;;1;1
M1;HONDA;CR-V;MAHTUNIVERSAAL;2011;Bensiin kat.;110;1997;;;;;;;pruun;Harjumaa;;;1;1
M1;HONDA;CR-V;MAHTUNIVERSAAL;2011;Bensiin kat.;110;1997;;;;;;;pruun;Harjumaa;;;1;1
M1;HONDA;CR-V;MAHTUNIVERSAAL;2011;Bensiin kat.;110;1997;;;;;;;must;Harjumaa;;;1;1
M1;HONDA;CR-V;MAHTUNIVERSAAL;2011;Bensiin kat.;110;1997;;;;;;;tumehall;Harjumaa;;;1;1
M1;HONDA;CR-V;MAHTUNIVERSAAL;2011;Bensiin kat.;110;1997;;;;;;;tumepruun;Harjumaa;;;1;1
M1;HONDA;CR-V;MAHTUNIVERSAAL;2011;Bensiin kat.;110;1997;;;;;;;valge;Harjumaa;;;1;1
M1;HONDA;CR-V;MAHTUNIVERSAAL;2011;Bensiin kat.;110;1997;;;;;;;beeþ;Harjumaa;;;1;1
M1;HONDA;CR-V;MAHTUNIVERSAAL;2011;Bensiin kat.;110;1997;;;;;;;pruun;Harjumaa;;;1;1
M1;HONDA;CR-V;MAHTUNIVERSAAL;2011;Bensiin kat.;110;1997;;;;;;;pruun;Harjumaa;;;1;1
M1;HONDA;CR-V;MAHTUNIVERSAAL;2011;Bensiin kat.;110;1997;;;;;;;pruun;Harjumaa;;;1;1
M1;HONDA;CR-V;MAHTUNIVERSAAL;2011;Bensiin kat.;110;1997;;;;;;;beeþ;Harjumaa;;;1;1
M1;HONDA;CR-V;MAHTUNIVERSAAL;2011;Bensiin kat.;110;1997;;;;;;;beeþ;Harjumaa;;;1;1
M1;HONDA;CR-V;MAHTUNIVERSAAL;2011;Bensiin kat.;110;1997;;;;;;;tumehall;Harjumaa;;;1;1
M1;HONDA;CR-V;MAHTUNIVERSAAL;2011;Bensiin kat.;110;1997;;;;;;;hall;Harjumaa;;;1;1
M1;HONDA;CR-V;MAHTUNIVERSAAL;2011;Bensiin kat.;110;1997;;;;;;;hõbedane;Harjumaa;;;1;1
M1;HONDA;CR-V;MAHTUNIVERSAAL;2011;Bensiin kat.;110;1997;;;;;;;must;Harjumaa;;;1;1
M1;HONDA;CR-V;MAHTUNIVERSAAL;2011;Bensiin kat.;110;1997;;;;;;;must;Harjumaa;;;1;1
M1;HONDA;CR-V;MAHTUNIVERSAAL;2011;Bensiin kat.;110;1997;;;;;;;must;Harjumaa;;;1;1
M1;HONDA;CR-V;MAHTUNIVERSAAL;2011;Bensiin kat.;110;1997;;;;;;;pruun;Harjumaa;;;1;1
M1;HONDA;CR-V;MAHTUNIVERSAAL;2011;Bensiin kat.;110;1997;;;;;;;hall;Harjumaa;;;1;1
M1;HONDA;CR-V;MAHTUNIVERSAAL;2011;Bensiin kat.;110;1997;;;;;;;pruun;Harjumaa;;;1;1
M1;HONDA;CR-V;MAHTUNIVERSAAL;2011;Bensiin kat.;110;1997;;;;;;;pruun;Harjumaa;;;1;1
M1;HONDA;CR-V;MAHTUNIVERSAAL;2011;Bensiin kat.;110;1997;;;;;;;pruun;Harjumaa;;;1;1
M1;HONDA;CR-V;MAHTUNIVERSAAL;2011;Diisel;110;2199;;;;;;;beeþ;Harjumaa;;;1;1
M1;HONDA;CR-V;MAHTUNIVERSAAL;2011;Diisel;110;2199;;;;;;;must;Harjumaa;;;1;1
M1;HONDA;CR-V;MAHTUNIVERSAAL;2011;Diisel;110;2199;;;;;;;must;Harjumaa;;;1;1
M1;HONDA;CR-V;MAHTUNIVERSAAL;2011;Diisel;110;2199;;;;;;;tumepruun;Harjumaa;;;1;1
M1;HONDA;CR-V;MAHTUNIVERSAAL;2011;Diisel;110;2199;;;;;;;hall;Harjumaa;;;1;1
M1;HONDA;JAZZ;LUUKPÄRA;2011;Bensiin kat.;73;1339;;;;;;;must;Harjumaa;;;1;1
M1;HONDA;JAZZ;LUUKPÄRA;2011;Bensiin kat.;73;1339;;;;;;;kollane;Harjumaa;;;1;1
M1;HONDA;JAZZ;LUUKPÄRA;2011;Bensiin kat.;73;1339;;;;;;;punane;Harjumaa;;;1;1
M1;HONDA;JAZZ;LUUKPÄRA;2011;Bensiin kat.;73;1339;;;;;;;sinine;Harjumaa;;;1;1
M1;HONDA;JAZZ;LUUKPÄRA;2011;Bensiin kat.;73;1339;;;;;;;hall;Harjumaa;;;1;1
M1;HONDA;JAZZ;LUUKPÄRA;2011;Bensiin kat.;73;1339;;;;;;;sinine;Harjumaa;;;1;1
M1;HYUNDAI;I 20;LUUKPÄRA;2011;Bensiin kat.;57;1248;;;;;;;heleroheline;Harjumaa;;;1;1
M1;HYUNDAI;I 20;LUUKPÄRA;2011;Bensiin kat.;57;1248;;;;;;;valge;Harjumaa;;;1;1
M1;HYUNDAI;I 20;LUUKPÄRA;2011;Bensiin kat.;74;1396;;;;;;;beeþ;Harjumaa;;;1;1
M1;HYUNDAI;I 30;LUUKPÄRA;2011;Bensiin kat.;80;1396;;;;;;;sinine;Harjumaa;;;1;1
M1;HYUNDAI;I 30;LUUKPÄRA;2011;Bensiin kat.;93;1591;;;;;;;punane;Harjumaa;;;1;1
M1;HYUNDAI;I 30;LUUKPÄRA;2011;Bensiin kat.;93;1591;;;;;;;valge;Harjumaa;;;1;1
M1;HYUNDAI;I 30 CW;UNIVERSAAL;2011;Bensiin kat.;93;1591;;;;;;;hõbedane;Harjumaa;;;1;1
M1;HYUNDAI;I 30 CW;UNIVERSAAL;2011;Diisel;66;1582;;;;;;;tumehall;Harjumaa;;;1;1
M1;HYUNDAI;IX35;UNIVERSAAL;2011;Bensiin kat.;99;1591;;;;;;;valge;Harjumaa;;;1;1
M1;HYUNDAI;SANTA FE;MAHTUNIVERSAAL;2011;Diisel;145;2199;;;;;;;pruun;Harjumaa;;;1;1
M1;KIA;CEED;LUUKPÄRA;2011;Bensiin kat.;92;1591;;;;;;;beeþ;Harjumaa;;;1;1
M1;KIA;CEED;UNIVERSAAL;2011;Bensiin kat.;92;1591;;;;;;;hall;Harjumaa;;;1;1
M1;KIA;CEED;UNIVERSAAL;2011;Bensiin kat.;92;1591;;;;;;;hõbedane;Harjumaa;;;1;1
M1;KIA;CEED;UNIVERSAAL;2011;Bensiin kat.;92;1591;;;;;;;tumehall;Harjumaa;;;1;1
M1;KIA;CEED;UNIVERSAAL;2011;Diisel;85;1582;;;;;;;hall;Harjumaa;;;1;1
M1;KIA;CEED;UNIVERSAAL;2011;Diisel;85;1582;;;;;;;tumehall;Harjumaa;;;1;1
M1;KIA;SORENTO;UNIVERSAAL;2011;Diisel;145;2199;;;;;;;valge;Harjumaa;;;1;1
M1;KIA;SPORTAGE;UNIVERSAAL;2011;Bensiin kat.;99;1591;;;;;;;tumehall;Harjumaa;;;1;1
M1;KIA;SPORTAGE;UNIVERSAAL;2011;Bensiin kat.;120;1998;;;;;;;hall;Harjumaa;;;1;1
M1;KIA;SPORTAGE;UNIVERSAAL;2011;Bensiin kat.;120;1998;;;;;;;oranþ;Harjumaa;;;1;1
M1;KIA;SPORTAGE;UNIVERSAAL;2011;Diisel;85;1685;;;;;;;hall;Harjumaa;;;1;1
M1;LEXUS;GS300;SEDAAN;2011;Bensiin kat.;183;2995;;;;;;;valge;Harjumaa;;;1;1
M1;LEXUS;GS450H;SEDAAN;2011;Bensiin hübriid;218;3456;;;;;;;valge;Harjumaa;;;1;1
M1;LEXUS;IS250;SEDAAN;2011;Bensiin kat.;153;2500;;;;;;;tumehall;Harjumaa;;;1;1
M1;LEXUS;RX450H;UNIVERSAAL;2011;Bensiin hübriid;183;3456;;;;;;;must;Harjumaa;;;1;1
M1;MAZDA;3;LUUKPÄRA;2011;Bensiin kat.;77;1598;;;;;;;punane;Harjumaa;;;1;1
M1;MAZDA;3;LUUKPÄRA;2011;Bensiin kat.;77;1598;;;;;;;hall;Harjumaa;;;1;1
M1;MAZDA;3;LUUKPÄRA;2011;Bensiin kat.;110;1999;;;;;;;hall;Harjumaa;;;1;1
M1;MAZDA;5;MAHTUNIVERSAAL;2011;Bensiin kat.;107;1999;;;;;;;must;Harjumaa;;;1;1
M1;MAZDA;6;LUUKPÄRA;2011;Bensiin kat.;114;1999;;;;;;;pruun;Harjumaa;;;1;1
M1;MAZDA;6;SEDAAN;2011;Bensiin kat.;88;1798;;;;;;;hõbedane;Harjumaa;;;1;1
M1;MAZDA;6;SEDAAN;2011;Bensiin kat.;88;1798;;;;;;;hõbedane;Harjumaa;;;1;1
M1;MAZDA;6;SEDAAN;2011;Bensiin kat.;114;1999;;;;;;;valge;Harjumaa;;;1;1
M1;MERCEDES-BENZ;C 180 CGI;SEDAAN;2011;Bensiin kat.;115;1796;;;;;;;pruun;Harjumaa;;;1;1
M1;MERCEDES-BENZ;C 250 CDI 4MATIC;SEDAAN;2011;Diisel;150;2143;;;;;;;must;Harjumaa;;;1;1
M1;MERCEDES-BENZ;GLK 220 CDI 4MATIC;UNIVERSAAL;2011;Diisel;125;2143;;;;;;;pruun;Harjumaa;;;1;1
M1;MERCEDES-BENZ;GLK 320 CDI 4MATIC;UNIVERSAAL;2011;Diisel;165;2987;;;;;;;must;Harjumaa;;;1;1
M1;MERCEDES-BENZ;VIANO 2.2 CDI;MAHTUNIVERSAAL;2011;Diisel;120;2143;;;;;;;beeþ;Harjumaa;;;1;1
M1;MERCEDES-BENZ;VIANO 2.2 CDI;MAHTUNIVERSAAL;2011;Diisel;120;2143;;;;;;;hall;Harjumaa;;;1;1
M1;MERCEDES-BENZ;VITO 116 CDI;MAHTUNIVERSAAL;2011;Diisel;120;2143;;;;;;;hall;Harjumaa;;;1;1
M1;MINI;COUNTRYMAN COOPER;UNIVERSAAL;2011;Bensiin kat.;90;1598;;;;;;;must;Harjumaa;;;1;1
M1;MITSUBISHI;LANCER;SEDAAN;2011;Bensiin kat.;105;1798;;;;;;;hall;Harjumaa;;;1;1
M1;MITSUBISHI;LANCER EVOLUTION;SEDAAN;2011;Bensiin kat.;217;1998;;;;;;;hall;Harjumaa;;;1;1
M1;MITSUBISHI;OUTLANDER;UNIVERSAAL;2011;Bensiin kat.;125;2360;;;;;;;hõbedane;Harjumaa;;;1;1
M1;MITSUBISHI;OUTLANDER;UNIVERSAAL;2011;Bensiin kat.;125;2360;;;;;;;punane;Harjumaa;;;1;1
M1;MITSUBISHI;OUTLANDER;UNIVERSAAL;2011;Bensiin kat.;125;2360;;;;;;;hall;Harjumaa;;;1;1
M1;MITSUBISHI;OUTLANDER;UNIVERSAAL;2011;Bensiin kat.;125;2360;;;;;;;tumehall;Harjumaa;;;1;1
M1;MITSUBISHI;OUTLANDER;UNIVERSAAL;2011;Bensiin kat.;125;2360;;;;;;;hall;Harjumaa;;;1;1
M1;MITSUBISHI;OUTLANDER;UNIVERSAAL;2011;Bensiin kat.;125;2360;;;;;;;hall;Harjumaa;;;1;1
M1;MITSUBISHI;OUTLANDER;UNIVERSAAL;2011;Bensiin kat.;125;2360;;;;;;;hõbedane;Harjumaa;;;1;1
M1;MITSUBISHI;OUTLANDER;UNIVERSAAL;2011;Bensiin kat.;125;2360;;;;;;;must;Harjumaa;;;1;1
M1;MITSUBISHI;OUTLANDER;UNIVERSAAL;2011;Bensiin kat.;125;2360;;;;;;;valge;Harjumaa;;;1;1
M1;NISSAN;JUKE;LUUKPÄRA;2011;Bensiin kat.;86;1598;;;;;;;pruun;Harjumaa;;;1;1
M1;NISSAN;NOTE;LUUKPÄRA;2011;Bensiin kat.;65;1386;;;;;;;hall;Harjumaa;;;1;1
M1;NISSAN;NOTE;LUUKPÄRA;2011;Bensiin kat.;65;1386;;;;;;;pruun;Harjumaa;;;1;1
M1;NISSAN;QASHQAI;LUUKPÄRA;2011;Bensiin kat.;84;1598;;;;;;;must;Harjumaa;;;1;1
M1;NISSAN;QASHQAI;LUUKPÄRA;2011;Bensiin kat.;84;1598;;;;;;;must;Harjumaa;;;1;1
M1;NISSAN;QASHQAI;LUUKPÄRA;2011;Bensiin kat.;84;1598;;;;;;;punane;Harjumaa;;;1;1
M1;NISSAN;QASHQAI;LUUKPÄRA;2011;Bensiin kat.;84;1598;;;;;;;hall;Harjumaa;;;1;1
M1;NISSAN;QASHQAI;LUUKPÄRA;2011;Bensiin kat.;86;1598;;;;;;;pruun;Harjumaa;;;1;1
M1;NISSAN;QASHQAI;LUUKPÄRA;2011;Bensiin kat.;86;1598;;;;;;;tumepunane;Harjumaa;;;1;1
M1;NISSAN;QASHQAI;LUUKPÄRA;2011;Bensiin kat.;86;1598;;;;;;;lilla;Harjumaa;;;1;1
M1;NISSAN;QASHQAI;LUUKPÄRA;2011;Bensiin kat.;86;1598;;;;;;;pruun;Harjumaa;;;1;1
M1;NISSAN;QASHQAI;LUUKPÄRA;2011;Bensiin kat.;104;1997;;;;;;;pruun;Harjumaa;;;1;1
M1;NISSAN;QASHQAI;LUUKPÄRA;2011;Bensiin kat.;104;1997;;;;;;;must;Harjumaa;;;1;1
M1;NISSAN;QASHQAI;LUUKPÄRA;2011;Diisel;81;1461;;;;;;;lilla;Harjumaa;;;1;1
M1;NISSAN;QASHQAI;LUUKPÄRA;2011;Diisel;81;1461;;;;;;;tumepunane;Harjumaa;;;1;1
M1;NISSAN;QASHQAI;UNIVERSAAL;2011;Bensiin kat.;104;1997;;;;;;;lilla;Harjumaa;;;1;1
M1;NISSAN;QASHQAI;UNIVERSAAL;2011;Bensiin kat.;104;1997;;;;;;;hall;Harjumaa;;;1;1
M1;NISSAN;QASHQAI;UNIVERSAAL;2011;Bensiin kat.;104;1997;;;;;;;pruun;Harjumaa;;;1;1
M1;OPEL;ASTRA;LUUKPÄRA;2011;Bensiin kat.;103;1364;;;;;;;hall;Harjumaa;;;1;1
M1;OPEL;ASTRA;SEDAAN;2011;Bensiin kat.;103;1796;;;;;;;must;Harjumaa;;;1;1
M1;OPEL;ASTRA STATION WAGON;UNIVERSAAL;2011;Bensiin kat.;85;1598;;;;;;;punane;Harjumaa;;;1;1
M1;OPEL;ASTRA STATION WAGON;UNIVERSAAL;2011;Bensiin kat.;85;1598;;;;;;;punane;Harjumaa;;;1;1
M1;OPEL;ASTRA STATION WAGON;UNIVERSAAL;2011;Bensiin kat.;85;1598;;;;;;;punane;Harjumaa;;;1;1
M1;OPEL;ASTRA STATION WAGON;UNIVERSAAL;2011;Bensiin kat.;85;1598;;;;;;;punane;Harjumaa;;;1;1
M1;OPEL;ASTRA STATION WAGON;UNIVERSAAL;2011;Diisel;81;1686;;;;;;;hõbedane;Harjumaa;;;1;1
M1;OPEL;ASTRA STATION WAGON;UNIVERSAAL;2011;Diisel;81;1686;;;;;;;hõbedane;Harjumaa;;;1;1
M1;OPEL;CORSA;LUUKPÄRA;2011;Bensiin kat.;59;1229;;;;;;;helesinine;Harjumaa;;;1;1
M1;OPEL;INSIGNIA LIMOUSINE HB;LUUKPÄRA;2011;Diisel;96;1956;;;;;;;tumepruun;Harjumaa;;;1;1
M1;OPEL;INSIGNIA LIMOUSINE NB;SEDAAN;2011;Diisel;118;1956;;;;;;;must;Harjumaa;;;1;1
M1;OPEL;INSIGNIA SPORTS TOURER;UNIVERSAAL;2011;Bensiin kat.;103;1796;;;;;;;hall;Harjumaa;;;1;1
M1;OPEL;INSIGNIA SPORTS TOURER;UNIVERSAAL;2011;Bensiin kat.;162;1998;;;;;;;must;Harjumaa;;;1;1
M1;OPEL;INSIGNIA SPORTS TOURER SW;UNIVERSAAL;2011;Bensiin kat.;162;1998;;;;;;;hõbedane;Harjumaa;;;1;1
M1;OPEL;INSIGNIA SPORTS TOURER SW;UNIVERSAAL;2011;Diisel;96;1956;;;;;;;tumepruun;Harjumaa;;;1;1
M1;OPEL;INSIGNIA SPORTS TOURER SW;UNIVERSAAL;2011;Diisel;118;1956;;;;;;;valge;Harjumaa;;;1;1
M1;OPEL;MERIVA;MAHTUNIVERSAAL;2011;Bensiin kat.;103;1364;;;;;;;pruun;Harjumaa;;;1;1
M1;PEUGEOT;207;LUUKPÄRA;2011;Bensiin kat.;70;1397;;;;;;;helesinine;Harjumaa;;;1;1
M1;PEUGEOT;207;LUUKPÄRA;2011;Bensiin kat.;70;1397;;;;;;;must;Harjumaa;;;1;1
M1;PEUGEOT;3008;LUUKPÄRA;2011;Diisel;120;1997;;;;;;;must;Harjumaa;;;1;1
M1;PEUGEOT;308;UNIVERSAAL;2011;Diisel;68;1560;;;;;;;sinine;Harjumaa;;;1;1
M1;PEUGEOT;308;UNIVERSAAL;2011;Diisel;68;1560;;;;;;;sinine;Harjumaa;;;1;1
M1;PEUGEOT;4007;MAHTUNIVERSAAL;2011;Bensiin kat.;125;2360;;;;;;;pruun;Harjumaa;;;1;1
M1;PEUGEOT;407;UNIVERSAAL;2011;Diisel;80;1560;;;;;;;hall;Harjumaa;;;1;1
M1;PEUGEOT;5008;MAHTUNIVERSAAL;2011;Bensiin kat.;88;1598;;;;;;;punane;Harjumaa;;;1;1
M1;PEUGEOT;5008;MAHTUNIVERSAAL;2011;Diisel;80;1560;;;;;;;hall;Harjumaa;;;1;1
M1;PEUGEOT;5008;MAHTUNIVERSAAL;2011;Diisel;120;1997;;;;;;;hall;Harjumaa;;;1;1
M1;PEUGEOT;PARTNER;MAHTUNIVERSAAL;2011;Bensiin kat.;72;1598;;;;;;;valge;Harjumaa;;;1;1
M1;PEUGEOT;PARTNER;UNIVERSAAL;2011;Diisel;55;1560;;;;;;;hall;Harjumaa;;;1;1
M1;PEUGEOT;PARTNER;UNIVERSAAL;2011;Diisel;82;1560;;;;;;;hõbedane;Harjumaa;;;1;1
M1;PEUGEOT;PARTNER;UNIVERSAAL;2011;Diisel;82;1560;;;;;;;hõbedane;Harjumaa;;;1;1
M1;RENAULT;MEGANE;LUUKPÄRA;2011;Bensiin kat.;74;1598;;;;;;;valge;Harjumaa;;;1;1
M1;RENAULT;MEGANE;LUUKPÄRA;2011;Bensiin kat.;74;1598;;;;;;;valge;Harjumaa;;;1;1
M1;RENAULT;MEGANE;LUUKPÄRA;2011;Bensiin kat.;74;1598;;;;;;;valge;Harjumaa;;;1;1
M1;RENAULT;MEGANE;LUUKPÄRA;2011;Bensiin kat.;74;1598;;;;;;;valge;Harjumaa;;;1;1
M1;RENAULT;MEGANE;LUUKPÄRA;2011;Bensiin kat.;74;1598;;;;;;;valge;Harjumaa;;;1;1
